8191 16382 1000
1 2 911
1 3 986
2 4 925
2 5 893
3 6 991
3 7 800
4 8 839
4 9 912
5 10 927
5 11 970
6 12 947
6 13 892
7 14 891
7 15 880
8 16 867
8 17 945
9 18 975
9 19 809
10 20 876
10 21 947
11 22 995
11 23 893
12 24 983
12 25 950
13 26 935
13 27 835
14 28 936
14 29 841
15 30 901
15 31 983
16 32 955
16 33 963
17 34 918
17 35 879
18 36 855
18 37 909
19 38 829
19 39 844
20 40 971
20 41 957
21 42 813
21 43 867
22 44 848
22 45 854
23 46 947
23 47 865
24 48 999
24 49 922
25 50 874
25 51 824
26 52 818
26 53 868
27 54 918
27 55 951
28 56 969
28 57 802
29 58 986
29 59 904
30 60 994
30 61 837
31 62 886
31 63 948
32 64 1000
32 65 804
33 66 978
33 67 804
34 68 863
34 69 957
35 70 848
35 71 984
36 72 913
36 73 811
37 74 851
37 75 911
38 76 816
38 77 998
39 78 926
39 79 814
40 80 869
40 81 1000
41 82 990
41 83 888
42 84 818
42 85 857
43 86 838
43 87 987
44 88 859
44 89 975
45 90 840
45 91 853
46 92 811
46 93 877
47 94 951
47 95 810
48 96 831
48 97 928
49 98 814
49 99 894
50 100 835
50 101 812
51 102 877
51 103 948
52 104 823
52 105 878
53 106 809
53 107 839
54 108 876
54 109 935
55 110 804
55 111 895
56 112 885
56 113 994
57 114 983
57 115 903
58 116 800
58 117 972
59 118 839
59 119 859
60 120 946
60 121 829
61 122 912
61 123 957
62 124 906
62 125 863
63 126 917
63 127 937
64 128 941
64 129 881
65 130 981
65 131 976
66 132 893
66 133 808
67 134 874
67 135 866
68 136 886
68 137 833
69 138 856
69 139 912
70 140 968
70 141 860
71 142 807
71 143 852
72 144 803
72 145 940
73 146 905
73 147 803
74 148 911
74 149 944
75 150 812
75 151 806
76 152 974
76 153 925
77 154 913
77 155 829
78 156 938
78 157 980
79 158 917
79 159 828
80 160 860
80 161 847
81 162 955
81 163 903
82 164 805
82 165 828
83 166 970
83 167 892
84 168 861
84 169 825
85 170 954
85 171 979
86 172 835
86 173 961
87 174 982
87 175 838
88 176 851
88 177 886
89 178 992
89 179 912
90 180 981
90 181 803
91 182 919
91 183 954
92 184 878
92 185 982
93 186 933
93 187 966
94 188 962
94 189 1000
95 190 995
95 191 972
96 192 847
96 193 949
97 194 875
97 195 852
98 196 927
98 197 844
99 198 894
99 199 988
100 200 819
100 201 848
101 202 916
101 203 854
102 204 959
102 205 897
103 206 842
103 207 809
104 208 984
104 209 984
105 210 922
105 211 964
106 212 987
106 213 991
107 214 867
107 215 815
108 216 972
108 217 950
109 218 981
109 219 883
110 220 950
110 221 975
111 222 855
111 223 997
112 224 923
112 225 930
113 226 848
113 227 849
114 228 924
114 229 893
115 230 987
115 231 943
116 232 941
116 233 853
117 234 947
117 235 899
118 236 950
118 237 989
119 238 859
119 239 883
120 240 972
120 241 981
121 242 846
121 243 908
122 244 921
122 245 863
123 246 873
123 247 842
124 248 813
124 249 854
125 250 926
125 251 963
126 252 979
126 253 981
127 254 909
127 255 852
128 256 860
128 257 907
129 258 901
129 259 984
130 260 1000
130 261 838
131 262 876
131 263 940
132 264 841
132 265 822
133 266 990
133 267 991
134 268 961
134 269 999
135 270 874
135 271 882
136 272 929
136 273 870
137 274 990
137 275 849
138 276 934
138 277 863
139 278 891
139 279 897
140 280 867
140 281 967
141 282 859
141 283 845
142 284 897
142 285 918
143 286 897
143 287 907
144 288 824
144 289 949
145 290 890
145 291 824
146 292 937
146 293 916
147 294 914
147 295 978
148 296 938
148 297 853
149 298 968
149 299 848
150 300 851
150 301 992
151 302 930
151 303 930
152 304 812
152 305 870
153 306 979
153 307 946
154 308 933
154 309 820
155 310 842
155 311 950
156 312 937
156 313 851
157 314 995
157 315 834
158 316 919
158 317 842
159 318 941
159 319 943
160 320 991
160 321 982
161 322 917
161 323 877
162 324 897
162 325 982
163 326 854
163 327 986
164 328 834
164 329 972
165 330 833
165 331 836
166 332 914
166 333 914
167 334 966
167 335 926
168 336 984
168 337 945
169 338 871
169 339 866
170 340 915
170 341 863
171 342 815
171 343 851
172 344 864
172 345 960
173 346 835
173 347 933
174 348 801
174 349 977
175 350 875
175 351 942
176 352 958
176 353 943
177 354 818
177 355 804
178 356 924
178 357 872
179 358 940
179 359 958
180 360 995
180 361 924
181 362 994
181 363 908
182 364 837
182 365 910
183 366 833
183 367 820
184 368 804
184 369 854
185 370 886
185 371 919
186 372 867
186 373 851
187 374 920
187 375 881
188 376 810
188 377 956
189 378 813
189 379 812
190 380 932
190 381 838
191 382 954
191 383 839
192 384 981
192 385 923
193 386 994
193 387 904
194 388 995
194 389 934
195 390 862
195 391 939
196 392 857
196 393 805
197 394 846
197 395 894
198 396 915
198 397 829
199 398 864
199 399 869
200 400 833
200 401 950
201 402 988
201 403 850
202 404 800
202 405 908
203 406 931
203 407 961
204 408 813
204 409 894
205 410 973
205 411 945
206 412 933
206 413 877
207 414 934
207 415 913
208 416 1000
208 417 877
209 418 968
209 419 944
210 420 810
210 421 829
211 422 883
211 423 817
212 424 985
212 425 879
213 426 911
213 427 850
214 428 859
214 429 975
215 430 919
215 431 892
216 432 874
216 433 857
217 434 893
217 435 824
218 436 915
218 437 823
219 438 986
219 439 928
220 440 868
220 441 908
221 442 822
221 443 800
222 444 985
222 445 956
223 446 863
223 447 934
224 448 832
224 449 830
225 450 878
225 451 994
226 452 809
226 453 911
227 454 810
227 455 995
228 456 940
228 457 872
229 458 995
229 459 999
230 460 997
230 461 863
231 462 841
231 463 871
232 464 920
232 465 934
233 466 845
233 467 834
234 468 907
234 469 981
235 470 962
235 471 975
236 472 889
236 473 934
237 474 975
237 475 823
238 476 889
238 477 838
239 478 908
239 479 872
240 480 818
240 481 986
241 482 815
241 483 828
242 484 846
242 485 825
243 486 973
243 487 986
244 488 897
244 489 967
245 490 985
245 491 894
246 492 980
246 493 976
247 494 915
247 495 900
248 496 909
248 497 910
249 498 884
249 499 815
250 500 891
250 501 997
251 502 941
251 503 930
252 504 930
252 505 915
253 506 953
253 507 970
254 508 903
254 509 860
255 510 992
255 511 922
256 512 996
256 513 806
257 514 900
257 515 992
258 516 982
258 517 872
259 518 978
259 519 829
260 520 989
260 521 962
261 522 873
261 523 968
262 524 937
262 525 938
263 526 817
